"ProductId";"ProductName";"CategoryName";"Price";"Supplier";"CreationDate";"CustomerId";"Quantity";"Rate";"InvoiceDate";"InvoiceId"
"23";"quod";"dolores";"70.34";"fugiat";"2014-11-11";"540";"138";"3.7";"2012-05-07";"320"
"23";"quod";"dolores";"70.34";"fugiat";"2014-11-11";"540";"138";"1.2";"2012-05-07";"320"
"23";"quod";"dolores";"70.34";"fugiat";"2014-11-11";"429";"36";"0.4";"1996-09-07";"2462"
"23";"quod";"dolores";"70.34";"fugiat";"2014-11-11";"429";"36";"5.5";"1996-09-07";"2462"
"23";"quod";"dolores";"70.34";"fugiat";"2014-11-11";"540";"138";"0.4";"2012-05-07";"320"
"23";"quod";"dolores";"70.34";"fugiat";"2014-11-11";"429";"36";"0.7";"1996-09-07";"2462"
"23";"quod";"dolores";"70.34";"fugiat";"2014-11-11";"540";"138";"5.5";"2012-05-07";"320"
"23";"quod";"dolores";"70.34";"fugiat";"2014-11-11";"540";"138";"0.7";"2012-05-07";"320"
"24";"ea";"nemo";"49.89";"qui";"1976-10-29";"1367";"68";"3.7";"1999-03-19";"1280"
"24";"ea";"nemo";"49.89";"qui";"1976-10-29";"1241";"57";"3.7";"2003-05-13";"2125"
"26";"pariatur";"eaque";"89.36";"cupiditate";"1991-01-02";"1998";"78";"8.1";"1987-12-09";"801"
"26";"pariatur";"eaque";"89.36";"cupiditate";"1991-01-02";"1112";"186";"8.1";"1987-03-22";"2796"
"26";"pariatur";"eaque";"89.36";"cupiditate";"1991-01-02";"426";"191";"8.1";"2016-04-13";"2829"
"26";"pariatur";"eaque";"89.36";"cupiditate";"1991-01-02";"16";"33";"8.1";"1979-10-10";"1927"
"28";"vero";"voluptas";"48.17";"doloremque";"1975-11-10";"1642";"195";"7.3";"2001-11-20";"1542"
"29";"consectetur";"eius";"13.44";"repellendus";"2005-12-06";"392";"96";"2.9";"1997-01-27";"242"
"29";"consectetur";"eius";"13.44";"repellendus";"2005-12-06";"1152";"25";"7";"1977-11-29";"2222"
"29";"consectetur";"eius";"13.44";"repellendus";"2005-12-06";"524";"72";"2.9";"1980-06-26";"104"
"29";"consectetur";"eius";"13.44";"repellendus";"2005-12-06";"392";"96";"7";"1997-01-27";"242"
"29";"consectetur";"eius";"13.44";"repellendus";"2005-12-06";"1152";"25";"2.9";"1977-11-29";"2222"
"29";"consectetur";"eius";"13.44";"repellendus";"2005-12-06";"524";"72";"7";"1980-06-26";"104"
"34";"architecto";"maiores";"58.39";"non";"1982-03-19";"566";"169";"0.5";"1974-05-22";"325"
"34";"architecto";"maiores";"58.39";"non";"1982-03-19";"1668";"155";"0.5";"2003-01-13";"2799"
"34";"architecto";"maiores";"58.39";"non";"1982-03-19";"2029";"102";"0.5";"1993-11-14";"113"
"36";"ut";"nobis";"81.56";"ut";"1994-08-23";"835";"121";"6.7";"2020-12-28";"2081"
"37";"sequi";"laboriosam";"76.61";"aut";"1991-08-28";"1523";"44";"8.8";"1982-04-13";"2091"
"37";"sequi";"laboriosam";"76.61";"aut";"1991-08-28";"917";"84";"8.8";"2001-04-13";"724"
"37";"sequi";"laboriosam";"76.61";"aut";"1991-08-28";"1523";"44";"7.3";"1982-04-13";"2091"
"37";"sequi";"laboriosam";"76.61";"aut";"1991-08-28";"917";"84";"7.3";"2001-04-13";"724"
"38";"laboriosam";"ut";"65.96";"occaecati";"1973-07-31";"520";"134";"7.3";"1987-05-08";"2545"
"38";"laboriosam";"ut";"65.96";"occaecati";"1973-07-31";"459";"61";"7.3";"1994-08-18";"867"
"38";"laboriosam";"ut";"65.96";"occaecati";"1973-07-31";"370";"121";"7.3";"1983-10-29";"461"
"38";"laboriosam";"ut";"65.96";"occaecati";"1973-07-31";"1081";"185";"7.3";"1995-12-21";"184"
"41";"quia";"nisi";"68.85";"ut";"1992-08-16";"1477";"91";"2";"2015-07-15";"482"
"41";"quia";"nisi";"68.85";"ut";"1992-08-16";"352";"183";"2";"1976-05-11";"2763"
"42";"deserunt";"et";"21.96";"itaque";"2005-08-17";"1655";"119";"2.2";"2000-10-04";"370"
"42";"deserunt";"et";"21.96";"itaque";"2005-08-17";"1970";"169";"2.2";"2007-02-11";"540"
"42";"deserunt";"et";"21.96";"itaque";"2005-08-17";"1655";"119";"0.3";"2000-10-04";"370"
"42";"deserunt";"et";"21.96";"itaque";"2005-08-17";"1970";"169";"0.3";"2007-02-11";"540"
"43";"excepturi";"nemo";"14.32";"nisi";"2021-12-17";"119";"64";"4.1";"2017-09-27";"2660"
"43";"excepturi";"nemo";"14.32";"nisi";"2021-12-17";"1323";"97";"4.1";"1991-04-28";"284"
"43";"excepturi";"nemo";"14.32";"nisi";"2021-12-17";"251";"182";"4.1";"1999-08-12";"1850"
"44";"corrupti";"maiores";"46.65";"non";"1982-07-05";"324";"17";"1.4";"1994-05-24";"1"
"44";"corrupti";"maiores";"46.65";"non";"1982-07-05";"1023";"77";"1.4";"2003-06-08";"480"
"45";"quae";"minus";"74.22";"sint";"2017-07-16";"624";"149";"0.9";"1984-09-05";"1579"
"45";"quae";"minus";"74.22";"sint";"2017-07-16";"624";"149";"7.9";"1984-09-05";"1579"
"45";"quae";"minus";"74.22";"sint";"2017-07-16";"834";"89";"6.6";"2002-10-04";"689"
"45";"quae";"minus";"74.22";"sint";"2017-07-16";"834";"89";"3.3";"2002-10-04";"689"
"45";"quae";"minus";"74.22";"sint";"2017-07-16";"624";"149";"6.6";"1984-09-05";"1579"
"45";"quae";"minus";"74.22";"sint";"2017-07-16";"624";"149";"3.3";"1984-09-05";"1579"
"45";"quae";"minus";"74.22";"sint";"2017-07-16";"834";"89";"0.9";"2002-10-04";"689"
"45";"quae";"minus";"74.22";"sint";"2017-07-16";"834";"89";"7.9";"2002-10-04";"689"
"52";"deleniti";"impedit";"5.92";"est";"2011-05-05";"1204";"175";"2.4";"1974-10-07";"596"
"52";"deleniti";"impedit";"5.92";"est";"2011-05-05";"1353";"35";"2.4";"1986-10-27";"279"
"53";"ad";"ut";"51.67";"adipisci";"2008-10-01";"543";"114";"5.4";"2017-07-22";"1247"
"53";"ad";"ut";"51.67";"adipisci";"2008-10-01";"543";"114";"0.5";"2017-07-22";"1247"
"54";"magnam";"rem";"50.16";"aut";"2014-02-25";"827";"80";"1";"2010-08-27";"2998"
"54";"magnam";"rem";"50.16";"aut";"2014-02-25";"1204";"126";"5.6";"1972-08-10";"171"
"54";"magnam";"rem";"50.16";"aut";"2014-02-25";"827";"80";"5.6";"2010-08-27";"2998"
"54";"magnam";"rem";"50.16";"aut";"2014-02-25";"1204";"126";"1";"1972-08-10";"171"
"55";"dolorum";"veniam";"57.84";"reiciendis";"2021-06-09";"859";"97";"5.2";"1997-06-25";"1300"
"55";"dolorum";"veniam";"57.84";"reiciendis";"2021-06-09";"435";"39";"5.2";"1981-04-01";"2806"
"56";"fugiat";"rerum";"14.23";"officiis";"1998-05-10";"666";"195";"8.5";"2004-06-05";"1651"
"56";"fugiat";"rerum";"14.23";"officiis";"1998-05-10";"564";"9";"8.5";"2008-01-15";"2726"
"56";"fugiat";"rerum";"14.23";"officiis";"1998-05-10";"666";"195";"2.1";"2004-06-05";"1651"
"56";"fugiat";"rerum";"14.23";"officiis";"1998-05-10";"666";"195";"0.5";"2004-06-05";"1651"
"56";"fugiat";"rerum";"14.23";"officiis";"1998-05-10";"564";"9";"2.1";"2008-01-15";"2726"
"56";"fugiat";"rerum";"14.23";"officiis";"1998-05-10";"564";"9";"0.5";"2008-01-15";"2726"
"57";"alias";"amet";"34.32";"voluptatem";"1998-10-07";"2005";"179";"8.4";"1973-02-20";"1864"
"58";"molestiae";"in";"77.83";"nam";"1975-06-29";"615";"15";"1.4";"2008-10-27";"2508"
"58";"molestiae";"in";"77.83";"nam";"1975-06-29";"223";"185";"1.4";"1991-01-19";"2920"
"59";"vitae";"occaecati";"81.66";"quia";"1990-06-06";"1619";"77";"5.7";"2018-11-15";"2539"
"59";"vitae";"occaecati";"81.66";"quia";"1990-06-06";"1619";"77";"7.7";"2018-11-15";"2539"
"59";"vitae";"occaecati";"81.66";"quia";"1990-06-06";"1619";"77";"1.7";"2018-11-15";"2539"
"60";"cupiditate";"itaque";"55.45";"omnis";"1973-10-02";"1111";"42";"8.5";"1981-05-27";"1426"
"60";"cupiditate";"itaque";"55.45";"omnis";"1973-10-02";"1200";"180";"8.5";"1974-07-31";"503"
"61";"excepturi";"numquam";"86.94";"qui";"1979-07-04";"768";"82";"2.6";"1987-03-08";"133"
"61";"excepturi";"numquam";"86.94";"qui";"1979-07-04";"768";"82";"4.4";"1987-03-08";"133"
"63";"quos";"maiores";"82.75";"nobis";"1998-05-05";"1227";"43";"1.4";"1977-02-06";"1484"
"63";"quos";"maiores";"82.75";"nobis";"1998-05-05";"448";"180";"1.4";"2004-04-14";"797"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"156";"122";"9.2";"2010-09-16";"2699"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"156";"122";"5.2";"2010-09-16";"2699"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"1082";"89";"9.2";"1971-01-04";"486"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"1082";"89";"5.2";"1971-01-04";"486"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"171";"100";"9.2";"1971-05-29";"2876"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"156";"122";"8.1";"2010-09-16";"2699"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"171";"100";"5.2";"1971-05-29";"2876"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"156";"122";"1.1";"2010-09-16";"2699"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"1082";"89";"8.1";"1971-01-04";"486"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"1082";"89";"1.1";"1971-01-04";"486"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"171";"100";"8.1";"1971-05-29";"2876"
"64";"et";"neque";"27.13";"optio";"1984-09-05";"171";"100";"1.1";"1971-05-29";"2876"
"65";"amet";"et";"96.49";"sequi";"2004-10-17";"1013";"105";"6.9";"2007-08-10";"2747"
"65";"amet";"et";"96.49";"sequi";"2004-10-17";"1293";"98";"6.9";"1993-12-06";"1088"
"65";"amet";"et";"96.49";"sequi";"2004-10-17";"345";"59";"6.9";"2010-06-15";"1988"
"65";"amet";"et";"96.49";"sequi";"2004-10-17";"731";"186";"1.5";"1985-10-25";"2553"
"65";"amet";"et";"96.49";"sequi";"2004-10-17";"1013";"105";"1.5";"2007-08-10";"2747"
"65";"amet";"et";"96.49";"sequi";"2004-10-17";"1293";"98";"1.5";"1993-12-06";"1088"
"65";"amet";"et";"96.49";"sequi";"2004-10-17";"345";"59";"1.5";"2010-06-15";"1988"
"65";"amet";"et";"96.49";"sequi";"2004-10-17";"731";"186";"6.9";"1985-10-25";"2553"
"70";"perferendis";"omnis";"68.04";"mollitia";"2022-02-19";"160";"136";"1.5";"2004-06-03";"765"
"71";"dolorem";"ad";"48.03";"ullam";"1999-02-03";"1322";"191";"1.7";"1990-04-08";"1255"
"71";"dolorem";"ad";"48.03";"ullam";"1999-02-03";"678";"184";"0.4";"2013-01-09";"1470"
"71";"dolorem";"ad";"48.03";"ullam";"1999-02-03";"678";"184";"9.7";"2013-01-09";"1470"
"71";"dolorem";"ad";"48.03";"ullam";"1999-02-03";"1322";"191";"0.4";"1990-04-08";"1255"
"71";"dolorem";"ad";"48.03";"ullam";"1999-02-03";"1322";"191";"9.7";"1990-04-08";"1255"
"71";"dolorem";"ad";"48.03";"ullam";"1999-02-03";"678";"184";"1.7";"2013-01-09";"1470"
"74";"omnis";"enim";"96.95";"laborum";"1985-05-20";"1320";"97";"9.8";"2019-08-06";"782"
"75";"totam";"minus";"67.02";"voluptas";"2000-05-09";"504";"169";"0.2";"2015-11-27";"2179"
"75";"totam";"minus";"67.02";"voluptas";"2000-05-09";"504";"169";"3.8";"2015-11-27";"2179"
"75";"totam";"minus";"67.02";"voluptas";"2000-05-09";"504";"169";"8.4";"2015-11-27";"2179"
"76";"ipsum";"maiores";"63.25";"fugit";"1978-07-04";"432";"94";"0.5";"2017-05-13";"2072"
"77";"quo";"magnam";"42.41";"sint";"1985-07-27";"675";"100";"1.9";"2002-10-26";"1562"
"77";"quo";"magnam";"42.41";"sint";"1985-07-27";"675";"100";"2.1";"2002-10-26";"1562"
"77";"quo";"magnam";"42.41";"sint";"1985-07-27";"675";"100";"7.5";"2002-10-26";"1562"
"77";"quo";"magnam";"42.41";"sint";"1985-07-27";"675";"100";"1.3";"2002-10-26";"1562"
"77";"quo";"magnam";"42.41";"sint";"1985-07-27";"675";"100";"7.2";"2002-10-26";"1562"
"79";"suscipit";"quis";"73.74";"consequatur";"1986-10-25";"722";"18";"5.6";"1975-09-10";"1008"
"79";"suscipit";"quis";"73.74";"consequatur";"1986-10-25";"722";"18";"1.6";"1975-09-10";"1008"
"82";"explicabo";"occaecati";"62.60";"quo";"1985-10-14";"259";"73";"2.1";"1972-04-22";"470"
"82";"explicabo";"occaecati";"62.60";"quo";"1985-10-14";"976";"37";"2.1";"1994-03-20";"2018"
"84";"sapiente";"in";"60.05";"nihil";"1984-05-26";"2030";"116";"3.9";"2015-10-04";"172"
"84";"sapiente";"in";"60.05";"nihil";"1984-05-26";"2030";"116";"6.5";"2015-10-04";"172"
"85";"molestiae";"porro";"31.76";"et";"1971-09-05";"89";"74";"6.7";"1985-06-04";"2618"
"85";"molestiae";"porro";"31.76";"et";"1971-09-05";"214";"115";"6.7";"2000-03-29";"1324"
"85";"molestiae";"porro";"31.76";"et";"1971-09-05";"1648";"28";"6.7";"1999-02-09";"2075"
"85";"molestiae";"porro";"31.76";"et";"1971-09-05";"89";"74";"6.8";"1985-06-04";"2618"
"85";"molestiae";"porro";"31.76";"et";"1971-09-05";"214";"115";"6.8";"2000-03-29";"1324"
"85";"molestiae";"porro";"31.76";"et";"1971-09-05";"1648";"28";"6.8";"1999-02-09";"2075"
"87";"aut";"nobis";"73.42";"cupiditate";"1975-12-25";"1012";"26";"6.3";"2021-09-12";"297"
"88";"itaque";"cumque";"23.51";"sed";"1993-10-14";"522";"163";"7.2";"2007-01-13";"719"
"88";"itaque";"cumque";"23.51";"sed";"1993-10-14";"1439";"188";"7.2";"1973-12-27";"154"
"88";"itaque";"cumque";"23.51";"sed";"1993-10-14";"522";"163";"9.3";"2007-01-13";"719"
"88";"itaque";"cumque";"23.51";"sed";"1993-10-14";"1439";"188";"9.3";"1973-12-27";"154"
"89";"deserunt";"et";"97.31";"placeat";"2012-06-23";"785";"18";"3";"2009-02-18";"741"
"89";"deserunt";"et";"97.31";"placeat";"2012-06-23";"947";"147";"3";"2001-02-06";"296"
"92";"aperiam";"magni";"40.27";"quis";"1979-01-25";"1524";"134";"5";"2012-10-11";"2199"
"92";"aperiam";"magni";"40.27";"quis";"1979-01-25";"1524";"134";"9.3";"2012-10-11";"2199"
"92";"aperiam";"magni";"40.27";"quis";"1979-01-25";"1524";"134";"4.4";"2012-10-11";"2199"
"92";"aperiam";"magni";"40.27";"quis";"1979-01-25";"1524";"134";"5.1";"2012-10-11";"2199"
"92";"aperiam";"magni";"40.27";"quis";"1979-01-25";"1524";"134";"1.4";"2012-10-11";"2199"
"93";"voluptatem";"quis";"68.11";"aliquam";"2016-04-30";"574";"53";"0.7";"1978-04-10";"1120"
"93";"voluptatem";"quis";"68.11";"aliquam";"2016-04-30";"654";"138";"0.7";"1983-07-08";"2099"
"94";"inventore";"quisquam";"17.71";"dignissimos";"2001-01-10";"564";"93";"7";"1971-09-30";"959"
"94";"inventore";"quisquam";"17.71";"dignissimos";"2001-01-10";"564";"93";"9.8";"1971-09-30";"959"
"95";"maxime";"et";"30.67";"error";"1983-01-18";"2011";"98";"8.5";"2013-07-26";"1588"
"95";"maxime";"et";"30.67";"error";"1983-01-18";"2011";"98";"6.5";"2013-07-26";"1588"
"97";"nihil";"neque";"35.29";"velit";"1983-07-19";"499";"128";"0";"2014-11-06";"1100"
"97";"nihil";"neque";"35.29";"velit";"1983-07-19";"933";"169";"0";"1970-02-11";"1603"
"101";"vitae";"saepe";"7.53";"reiciendis";"2004-09-26";"718";"36";"6";"1970-11-07";"1021"
"101";"vitae";"saepe";"7.53";"reiciendis";"2004-09-26";"628";"192";"6";"1983-09-21";"103"
"102";"culpa";"voluptas";"72.78";"et";"1993-02-26";"118";"150";"5";"2001-11-08";"2441"
"102";"culpa";"voluptas";"72.78";"et";"1993-02-26";"118";"150";"3.1";"2001-11-08";"2441"
"102";"culpa";"voluptas";"72.78";"et";"1993-02-26";"1087";"55";"10";"1980-07-03";"2340"
"102";"culpa";"voluptas";"72.78";"et";"1993-02-26";"118";"150";"10";"2001-11-08";"2441"
"102";"culpa";"voluptas";"72.78";"et";"1993-02-26";"1087";"55";"5";"1980-07-03";"2340"
"102";"culpa";"voluptas";"72.78";"et";"1993-02-26";"1087";"55";"3.1";"1980-07-03";"2340"
"103";"qui";"consequatur";"97.28";"vel";"1983-04-09";"441";"112";"5.8";"1984-03-07";"54"
"103";"qui";"consequatur";"97.28";"vel";"1983-04-09";"441";"112";"8.1";"1984-03-07";"54"
"103";"qui";"consequatur";"97.28";"vel";"1983-04-09";"441";"112";"4.3";"1984-03-07";"54"
"103";"qui";"consequatur";"97.28";"vel";"1983-04-09";"441";"112";"3.8";"1984-03-07";"54"
"103";"qui";"consequatur";"97.28";"vel";"1983-04-09";"441";"112";"0.8";"1984-03-07";"54"
"104";"consequatur";"sed";"24.86";"et";"1996-12-30";"67";"7";"6.7";"2013-11-15";"882"
"104";"consequatur";"sed";"24.86";"et";"1996-12-30";"2015";"48";"6.7";"2021-04-08";"161"
"104";"consequatur";"sed";"24.86";"et";"1996-12-30";"1718";"121";"6.7";"2000-07-01";"742"
"104";"consequatur";"sed";"24.86";"et";"1996-12-30";"1539";"164";"6.7";"2013-01-04";"1397"
"105";"impedit";"laborum";"66.52";"eius";"2019-10-25";"1987";"200";"9.3";"1999-09-18";"2573"
"106";"vitae";"consequatur";"52.16";"quam";"1981-10-03";"1078";"54";"3.9";"2008-02-16";"1725"
"108";"vitae";"quasi";"50.31";"consequatur";"2002-03-18";"665";"28";"0.3";"2007-10-01";"525"
"108";"vitae";"quasi";"50.31";"consequatur";"2002-03-18";"715";"171";"0.3";"1996-11-08";"1172"
"109";"rerum";"enim";"65.37";"reprehenderit";"1981-04-12";"2001";"163";"7.1";"1972-12-22";"1798"
"109";"rerum";"enim";"65.37";"reprehenderit";"1981-04-12";"1864";"88";"7.1";"1990-08-03";"1787"
"109";"rerum";"enim";"65.37";"reprehenderit";"1981-04-12";"637";"71";"7.1";"1991-04-15";"787"
"109";"rerum";"enim";"65.37";"reprehenderit";"1981-04-12";"2001";"163";"9.4";"1972-12-22";"1798"
"109";"rerum";"enim";"65.37";"reprehenderit";"1981-04-12";"1864";"88";"9.4";"1990-08-03";"1787"
"109";"rerum";"enim";"65.37";"reprehenderit";"1981-04-12";"637";"71";"9.4";"1991-04-15";"787"
"110";"totam";"dolorum";"78.10";"ut";"2019-01-08";"1092";"94";"6.6";"1994-04-12";"1769"
"110";"totam";"dolorum";"78.10";"ut";"2019-01-08";"1719";"149";"6.6";"1972-12-23";"442"
"112";"explicabo";"quidem";"11.17";"est";"2018-12-21";"690";"144";"0.6";"1984-12-20";"2749"
"114";"culpa";"odit";"37.09";"labore";"2022-07-05";"363";"179";"2.7";"2005-09-23";"2148"
"115";"nisi";"tenetur";"43.34";"aut";"1973-05-02";"1772";"87";"3.3";"1986-11-19";"1234"
"115";"nisi";"tenetur";"43.34";"aut";"1973-05-02";"2041";"18";"3.3";"2016-01-21";"1297"
"115";"nisi";"tenetur";"43.34";"aut";"1973-05-02";"1772";"82";"3.3";"2020-12-14";"1567"
"117";"hic";"minus";"93.73";"natus";"1973-03-27";"1305";"111";"7";"1987-07-02";"2129"
"117";"hic";"minus";"93.73";"natus";"1973-03-27";"1893";"169";"7";"1983-03-26";"983"
"117";"hic";"minus";"93.73";"natus";"1973-03-27";"995";"58";"7";"2020-04-26";"1035"
"117";"hic";"minus";"93.73";"natus";"1973-03-27";"859";"53";"7";"1998-08-25";"360"
"117";"hic";"minus";"93.73";"natus";"1973-03-27";"1305";"111";"2.9";"1987-07-02";"2129"
"117";"hic";"minus";"93.73";"natus";"1973-03-27";"1893";"169";"2.9";"1983-03-26";"983"
"117";"hic";"minus";"93.73";"natus";"1973-03-27";"995";"58";"2.9";"2020-04-26";"1035"
"117";"hic";"minus";"93.73";"natus";"1973-03-27";"859";"53";"2.9";"1998-08-25";"360"
"118";"voluptatem";"delectus";"23.33";"velit";"1982-02-23";"740";"142";"5.6";"1974-07-09";"304"
"118";"voluptatem";"delectus";"23.33";"velit";"1982-02-23";"1717";"55";"5.6";"2020-05-03";"139"
"118";"voluptatem";"delectus";"23.33";"velit";"1982-02-23";"833";"36";"1.8";"2012-04-06";"960"
"118";"voluptatem";"delectus";"23.33";"velit";"1982-02-23";"740";"142";"1.8";"1974-07-09";"304"
"118";"voluptatem";"delectus";"23.33";"velit";"1982-02-23";"1717";"55";"1.8";"2020-05-03";"139"
"118";"voluptatem";"delectus";"23.33";"velit";"1982-02-23";"833";"36";"5.6";"2012-04-06";"960"
"119";"nihil";"et";"27.32";"quae";"2021-08-01";"1086";"110";"7.8";"1978-02-01";"870"
"121";"iusto";"qui";"94.17";"et";"1999-10-13";"1220";"169";"7.6";"2022-01-02";"2671"
"122";"esse";"dicta";"88.35";"debitis";"1982-12-14";"129";"36";"8.3";"2014-10-01";"1723"
"122";"esse";"dicta";"88.35";"debitis";"1982-12-14";"129";"36";"8.4";"2014-10-01";"1723"
"122";"esse";"dicta";"88.35";"debitis";"1982-12-14";"129";"36";"7.2";"2014-10-01";"1723"
"122";"esse";"dicta";"88.35";"debitis";"1982-12-14";"129";"36";"4.4";"2014-10-01";"1723"
"123";"placeat";"beatae";"2.51";"necessitatibus";"2020-04-25";"1263";"48";"4.8";"2007-09-05";"1432"
"123";"placeat";"beatae";"2.51";"necessitatibus";"2020-04-25";"216";"38";"6.6";"2020-11-27";"241"
"123";"placeat";"beatae";"2.51";"necessitatibus";"2020-04-25";"1263";"48";"6.6";"2007-09-05";"1432"
"123";"placeat";"beatae";"2.51";"necessitatibus";"2020-04-25";"216";"38";"4.8";"2020-11-27";"241"
"127";"assumenda";"sit";"97.30";"vitae";"1989-04-04";"316";"72";"5.3";"2012-06-04";"2918"
"128";"nemo";"cupiditate";"73.20";"tempore";"1978-04-16";"730";"141";"9.3";"2013-01-22";"373"
"128";"nemo";"cupiditate";"73.20";"tempore";"1978-04-16";"730";"141";"0.9";"2013-01-22";"373"
"128";"nemo";"cupiditate";"73.20";"tempore";"1978-04-16";"730";"141";"9.4";"2013-01-22";"373"
"131";"et";"quia";"76.43";"et";"1986-07-18";"1459";"45";"7.7";"1981-02-18";"2990"
"131";"et";"quia";"76.43";"et";"1986-07-18";"1411";"58";"7.7";"1998-08-18";"205"
"131";"et";"quia";"76.43";"et";"1986-07-18";"1698";"61";"7.7";"2022-06-29";"2681"
